Blue,Green,Red,Label
53,56,255,red
90,12,226,red
4,81,255,red
0,74,241,red
77,10,255,red
22,67,226,red
21,67,255,red
92,58,241,red
49,89,255,red
5,86,208,red
11,28,221,red
95,32,255,red
52,74,247,red
38,49,241,red
3,77,255,red
81,71,197,red
19,97,240,red
74,13,202,red
27,73,255,red
54,3,190,red
80,57,255,red
69,33,255,red
88,92,197,red
89,81,249,red
53,50,210,red
65,17,191,red
32,26,255,red
22,20,214,red
20,34,216,red
32,65,255,red
31,20,255,red
90,11,225,red
40,55,255,red
78,4,255,red
59,72,255,red
14,19,208,red
85,0,198,red
82,17,255,red
0,13,197,red
86,32,225,red
48,15,255,red
76,95,255,red
31,79,222,red
83,88,255,red
15,54,255,red
27,75,233,red
48,39,255,red
33,7,255,red
82,11,220,red
87,60,230,red
31,80,255,red
25,54,255,red
71,27,255,red
95,67,255,red
4,65,198,red
47,43,225,red
44,16,193,red
72,80,240,red
25,22,255,red
15,92,210,red
79,31,255,red
30,66,250,red
44,70,249,red
84,39,212,red
45,67,252,red
58,11,203,red
50,27,248,red
12,56,231,red
68,65,221,red
34,41,244,red
79,87,255,red
62,87,247,red
70,72,240,red
49,61,255,red
71,51,255,red
0,6,231,red
8,24,197,red
88,22,255,red
87,95,255,red
68,87,194,red
60,30,209,red
57,94,235,red
37,93,255,red
0,72,255,red
7,1,212,red
83,80,235,red
15,92,244,red
80,88,238,red
78,96,255,red
71,32,220,red
44,88,243,red
91,82,226,red
53,79,255,red
31,38,255,red
63,31,249,red
49,36,255,red
19,8,212,red
29,7,255,red
42,59,255,red
39,19,255,red
14,4,203,red
76,88,204,red
79,81,202,red
37,28,255,red
50,82,255,red
35,57,255,red
43,48,234,red
12,3,242,red
2,8,233,red
8,72,255,red
13,15,255,red
1,88,248,red
16,89,198,red
97,21,223,red
56,31,255,red
82,81,212,red
79,61,255,red
71,88,255,red
93,19,255,red
87,82,211,red
89,49,255,red
45,59,230,red
46,40,228,red
88,26,225,red
3,33,208,red
1,88,240,red
63,34,255,red
41,1,208,red
70,57,255,red
0,21,199,red
26,5,255,red
13,81,205,red
37,90,233,red
47,88,255,red
83,37,245,red
65,24,225,red
49,95,247,red
52,19,255,red
89,14,255,red
20,26,255,red
88,63,255,red
86,88,212,red
96,61,239,red
90,76,255,red
0,91,238,red
41,82,235,red
25,52,255,red
17,59,238,red
83,56,201,red
9,72,191,red
25,68,255,red
92,3,192,red
94,85,199,red
75,51,255,red
7,20,230,red
38,65,255,red
48,42,255,red
3,36,255,red
42,0,204,red
83,65,233,red
33,93,239,red
8,82,255,red
40,46,255,red
0,1,255,red
65,94,243,red
65,97,255,red
10,25,241,red
67,38,255,red
76,33,255,red
38,92,251,red
97,97,225,red
23,55,225,red
3,60,198,red
0,42,249,red
84,35,233,red
56,58,209,red
97,68,212,red
75,28,248,red
21,2,226,red
60,56,241,red
37,48,255,red
1,62,255,red
28,22,221,red
84,1,191,red
42,13,228,red
80,0,255,red
18,18,255,red
63,60,255,red
45,14,232,red
44,32,214,red
50,7,213,red
31,33,255,red
85,25,209,red
29,8,229,red
22,36,216,red
1,56,230,red
50,57,230,red
86,8,252,red
48,33,241,red
96,44,195,red
40,75,201,red
70,49,255,red
43,80,236,red
0,74,255,red
49,27,214,red
56,56,255,red
69,21,223,red
29,46,255,red
3,45,225,red
13,50,221,red
77,3,238,red
92,0,217,red
24,94,223,red
62,45,195,red
0,20,255,red
42,93,255,red
25,3,255,red
91,44,230,red
65,88,255,red
20,90,227,red
34,40,255,red
41,25,255,red
77,22,241,red
63,41,255,red
10,73,255,red
0,46,255,red
28,56,255,red
80,96,255,red
70,14,255,red
26,77,251,red
23,36,255,red
88,77,253,red
29,11,255,red
73,18,255,red
73,19,255,red
75,26,194,red
69,4,208,red
65,36,232,red
19,0,217,red
4,54,215,red
66,84,255,red
31,5,255,red
18,44,192,red
21,33,255,red
34,11,255,red
58,31,249,red
28,27,247,red
71,86,216,red
56,0,255,red
82,86,222,red
59,6,220,red
2,88,255,red
59,37,255,red
1,55,252,red
33,54,210,red
64,29,255,red
24,60,255,red
90,76,252,red
51,38,255,red
35,72,246,red
56,64,255,red
7,85,199,red
80,70,241,red
94,39,255,red
18,60,204,red
91,97,255,red
77,37,223,red
17,3,252,red
14,37,195,red
61,33,233,red
19,85,221,red
0,51,255,red
61,47,240,red
43,51,223,red
26,36,197,red
49,19,216,red
23,8,226,red
83,0,209,red
54,43,232,red
49,78,204,red
96,0,206,red
67,33,205,red
39,59,192,red
49,88,255,red
1,57,255,red
3,44,205,red
53,96,255,red
12,40,225,red
80,42,193,red
38,0,255,red
0,32,255,red
68,1,255,red
25,47,227,red
6,86,255,red
48,4,255,red
21,13,217,red
0,90,234,red
31,90,243,red
31,32,250,red
50,20,255,red
80,67,255,red
49,36,255,red
85,36,214,red
38,35,255,red
46,79,226,red
59,7,255,red
77,90,255,red
82,44,251,red
46,20,237,red
81,17,248,red
48,28,218,red
3,20,217,red
48,52,219,red
20,37,244,red
6,30,255,red
37,12,255,red
92,40,200,red
46,90,255,red
38,21,254,red
23,25,193,red
29,49,236,red
68,52,221,red
73,22,226,red
45,42,199,red
7,14,222,red
94,43,254,red
6,22,255,red
70,12,255,red
24,22,220,red
51,40,243,red
18,52,228,red
58,12,229,red
39,29,252,red
30,36,224,red
57,54,255,red
23,6,255,red
26,15,255,red
73,55,253,red
15,0,228,red
92,51,248,red
35,55,255,red
54,75,239,red
97,78,223,red
73,16,207,red
33,26,215,red
73,46,242,red
36,69,216,red
28,28,254,red
85,89,221,red
63,50,228,red
68,14,255,red
43,17,244,red
26,35,192,red
50,8,255,red
91,73,239,red
90,85,238,red
67,5,190,red
69,85,229,red
43,81,233,red
28,93,217,red
68,9,217,red
49,21,255,red
64,15,255,red
2,55,218,red
71,86,223,red
86,17,232,red
54,68,199,red
97,73,255,red
42,48,249,red
3,12,191,red
65,64,255,red
60,58,201,red
91,55,211,red
85,32,228,red
95,56,255,red
82,87,255,red
24,1,190,red
77,56,220,red
48,71,255,red
87,68,208,red
45,81,218,red
55,22,217,red
44,49,210,red
57,14,190,red
46,14,255,red
21,72,255,red
40,23,205,red
61,28,219,red
52,44,255,red
3,4,255,red
40,57,195,red
49,8,198,red
81,65,255,red
75,9,255,red
47,15,207,red
55,80,192,red
34,58,216,red
37,25,214,red
50,5,255,red
57,59,192,red
5,19,207,red
12,28,215,red
74,37,255,red
76,40,255,red
10,55,206,red
49,64,237,red
17,64,237,red
64,57,255,red
80,82,200,red
55,42,210,red
29,27,200,red
43,11,247,red
17,26,255,red
96,62,255,red
34,34,226,red
11,54,255,red
39,21,200,red
12,83,238,red
45,21,255,red
20,83,231,red
9,46,210,red
90,95,255,red
50,29,255,red
58,23,222,red
74,64,248,red
45,97,255,red
46,34,209,red
86,45,254,red
9,83,255,red
96,40,192,red
85,76,255,red
89,14,250,red
25,58,225,red
45,93,215,red
12,54,233,red
88,39,255,red
0,49,198,red
86,80,248,red
25,88,225,red
26,28,206,red
66,51,229,red
42,10,217,red
96,97,255,red
20,82,255,red
5,84,192,red
7,18,255,red
0,39,211,red
85,10,255,red
14,51,247,red
73,95,255,red
97,27,196,red
85,48,191,red
44,61,249,red
88,49,255,red
14,13,193,red
5,48,233,red
91,89,254,red
4,43,206,red
22,42,219,red
88,59,249,red
16,35,255,red
8,89,211,red
13,14,210,red
19,67,196,red
67,95,208,red
89,71,243,red
21,86,217,red
6,41,210,red
79,21,255,red
96,58,243,red
83,95,249,red
26,75,204,red
36,57,255,red
41,81,255,red
69,48,255,red
73,2,223,red
41,69,203,red
20,65,247,red
69,49,255,red
50,92,205,red
25,28,241,red
50,62,208,red
38,45,235,red
4,79,255,red
64,55,215,red
66,71,212,red
21,65,243,red
22,59,233,red
79,45,253,red
17,85,255,red
41,55,214,red
84,22,211,red
67,49,255,red
59,8,218,red
85,80,255,red
43,48,245,red
32,37,255,red
64,42,199,red
21,11,238,red
7,63,233,red
91,14,251,red
89,92,255,red
16,0,216,red
93,4,249,red
11,30,246,red
12,66,212,red
7,6,251,red
17,40,204,red
16,22,255,red
59,36,195,red
37,56,244,red
46,33,231,red
85,87,255,red
49,64,255,red
57,38,255,red
68,74,255,red
80,96,255,red
68,49,214,red
62,18,233,red
33,61,255,red
72,51,208,red
31,71,199,red
95,46,247,red
35,28,211,red
25,72,238,red
6,4,234,red
85,41,203,red
66,52,208,red
70,76,255,red
2,22,255,red
92,20,230,red
4,25,231,red
9,55,255,red
41,79,255,red
88,70,199,red
91,41,255,red
40,43,255,red
40,2,252,red
37,67,255,red
29,31,237,red
24,76,243,red
81,82,230,red
86,20,220,red
10,51,255,red
26,60,221,red
60,65,219,red
62,45,255,red
25,38,255,red
95,65,190,red
33,45,221,red
40,6,230,red
62,47,240,red
88,81,216,red
49,2,236,red
41,23,200,red
70,1,255,red
1,57,228,red
35,56,255,red
97,94,214,red
27,71,198,red
96,91,199,red
62,83,211,red
97,70,197,red
5,90,197,red
21,96,220,red
91,68,242,red
78,11,194,red
20,32,236,red
40,31,203,red
6,8,255,red
90,0,255,red
42,24,205,red
3,0,199,red
58,51,247,red
63,34,255,red
84,92,232,red
35,71,225,red
35,34,255,red
25,14,218,red
74,83,255,red
78,59,233,red
60,3,255,red
16,27,250,red
26,84,201,red
48,65,223,red
8,94,255,red
30,12,204,red
55,31,212,red
80,17,255,red
44,57,250,red
73,93,202,red
6,80,191,red
46,38,190,red
67,87,255,red
97,52,218,red
14,21,255,red
82,9,255,red
35,90,195,red
46,1,244,red
59,26,206,red
0,42,254,red
42,77,252,red
11,24,204,red
74,47,237,red
14,28,248,red
49,54,203,red
86,81,255,red
78,35,247,red
51,88,255,red
57,41,236,red
93,39,228,red
17,28,248,red
59,42,250,red
97,6,255,red
62,27,255,red
89,58,255,red
15,11,231,red
8,16,255,red
36,88,242,red
6,12,227,red
30,20,232,red
76,3,252,red
82,16,236,red
9,73,255,red
49,58,255,red
45,31,215,red
31,62,196,red
16,5,245,red
24,33,224,red
19,15,209,red
42,87,254,red
67,19,255,red
75,46,255,red
63,69,203,red
12,88,255,red
72,93,255,red
18,72,210,red
41,76,255,red
18,72,255,red
31,70,239,red
69,7,204,red
35,75,215,red
59,46,255,red
49,2,249,red
81,58,193,red
1,33,217,red
71,38,255,red
61,8,226,red
8,0,214,red
30,45,255,red
3,86,239,red
23,76,255,red
12,69,201,red
0,64,240,red
65,30,255,red
71,30,255,red
50,25,211,red
85,15,255,red
50,1,239,red
13,81,253,red
39,19,244,red
91,73,255,red
33,15,216,red
38,43,251,red
34,70,237,red
80,73,209,red
58,51,226,red
54,86,215,red
65,22,255,red
59,45,255,red
47,62,227,red
81,85,255,red
86,33,255,red
0,88,244,red
85,33,255,red
29,61,225,red
95,32,247,red
88,14,212,red
5,32,246,red
55,60,230,red
78,34,197,red
87,44,255,red
54,82,255,red
62,80,255,red
33,67,197,red
94,65,255,red
86,58,210,red
69,68,250,red
12,60,255,red
33,54,255,red
47,24,242,red
0,78,255,red
19,85,203,red
79,26,255,red
49,56,212,red
51,3,255,red
94,23,203,red
36,14,255,red
85,13,255,red
76,78,229,red
28,2,238,red
97,21,223,red
58,0,193,red
86,38,255,red
15,48,252,red
2,71,250,red
0,0,255,red
78,6,239,red
66,19,255,red
9,78,227,red
70,75,228,red
78,20,255,red
21,62,244,red
53,49,206,red
7,0,206,red
91,13,245,red
88,65,232,red
59,30,255,red
44,72,255,red
43,27,255,red
6,0,255,red
5,11,209,red
36,51,199,red
29,43,233,red
31,5,190,red
62,35,195,red
59,47,241,red
70,92,214,red
5,27,255,red
87,34,202,red
95,41,255,red
30,75,250,red
79,65,227,red
12,31,229,red
18,60,202,red
0,71,219,red
35,48,235,red
43,90,244,red
42,93,224,red
76,37,230,red
96,66,251,red
0,3,243,red
74,12,199,red
59,25,215,red
2,66,204,red
56,26,237,red
0,0,191,red
0,43,222,red
4,45,255,red
94,42,191,red
42,10,230,red
65,24,255,red
59,29,203,red
14,6,220,red
33,0,213,red
29,12,255,red
27,23,221,red
18,54,190,red
72,11,227,red
56,37,210,red
0,0,218,red
44,3,224,red
20,37,255,red
35,25,255,red
91,57,211,red
70,36,202,red
56,45,203,red
74,8,255,red
76,14,255,red
91,3,198,red
4,71,225,red
36,68,221,red
2,53,255,red
36,85,229,red
51,74,255,red
30,26,218,red
22,19,220,red
57,76,255,red
30,81,255,red
74,0,240,red
22,81,242,red
12,72,255,red
14,57,255,red
93,17,233,red
45,32,190,red
28,27,215,red
53,50,231,red
54,40,201,red
29,9,255,red
11,82,240,red
73,66,255,red
0,65,223,red
93,86,203,red
41,54,255,red
11,48,207,red
77,0,232,red
92,15,232,red
64,94,224,red
17,75,244,red
78,54,255,red
46,68,255,red
28,22,222,red
83,66,200,red
79,20,255,red
35,22,255,red
37,24,255,red
45,11,241,red
88,97,255,red
38,61,198,red
95,73,255,red
27,94,211,red
43,18,250,red
89,1,216,red
34,79,255,red
33,29,255,red
97,85,255,red
46,75,211,red
48,97,255,red
88,21,201,red
82,38,255,red
13,72,231,red
35,33,212,red
16,39,255,red
25,55,218,red
34,95,217,red
66,93,190,red
80,79,255,red
15,9,255,red
26,36,255,red
13,15,228,red
8,14,255,red
15,79,215,red
55,17,255,red
77,29,198,red
10,68,221,red
48,81,220,red
10,14,222,red
81,62,221,red
27,26,255,red
16,19,223,red
67,39,255,red
60,32,253,red
4,38,255,red
13,57,205,red
70,51,255,red
39,27,225,red
30,27,255,red
60,83,211,red
3,9,255,red
50,75,250,red
75,39,255,red
12,62,255,red
27,57,255,red
93,71,255,red
39,80,255,red
13,83,219,red
79,37,239,red
1,34,202,red
74,38,255,red
7,62,210,red
21,27,254,red
82,46,197,red
52,0,255,red
49,62,255,red
86,55,196,red
40,66,207,red
50,75,200,red
28,3,230,red
71,57,255,red
78,27,218,red
21,0,254,red
52,22,214,red
63,34,204,red
63,20,255,red
75,24,244,red
94,43,197,red
3,24,250,red
18,47,255,red
80,38,230,red
6,9,225,red
40,43,233,red
6,15,227,red
47,20,255,red
61,77,255,red
23,45,226,red
10,93,255,red
67,13,255,red
28,10,255,red
90,12,255,red
80,14,255,red
66,89,198,red
84,71,255,red
40,55,207,red
85,15,228,red
9,94,209,red
81,29,255,red
12,88,235,red
75,25,232,red
25,9,208,red
24,73,244,red
65,7,251,red
52,34,255,red
69,2,214,red
88,93,247,red
57,58,242,red
14,74,255,red
16,17,220,red
43,91,255,red
84,36,222,red
52,86,237,red
7,90,255,red
33,81,247,red
54,51,235,red
3,68,255,red
86,37,255,red
4,26,231,red
9,9,255,red
23,57,221,red
90,57,229,red
1,59,231,red
4,96,255,red
1,54,255,red
73,56,255,red
22,9,191,red
15,5,233,red
64,4,255,red
97,49,203,red
69,57,197,red
54,90,226,red
56,24,255,red
72,63,210,red
96,70,215,red
68,76,217,red
16,53,255,red
77,36,255,red
0,65,255,red
58,86,255,red
90,30,209,red
73,50,219,red
88,88,233,red
44,62,255,red
65,81,255,red
5,49,232,red
90,64,251,red
82,11,255,red
37,10,255,red
9,21,204,red
28,19,193,red
92,24,207,red
78,24,252,red
3,94,255,red
66,97,255,red
63,26,237,red
29,55,255,red
36,45,245,red
40,51,247,red
62,56,255,red
85,9,255,red
32,48,201,red
60,31,193,red
19,51,237,red
58,62,255,red
40,4,224,red
24,33,215,red
65,74,255,red
80,20,255,red
52,68,192,red
32,17,241,red
89,83,244,red
42,0,255,red
33,45,203,red
45,7,253,red
41,63,255,red
2,40,255,red
69,0,198,red
6,80,238,red
93,32,199,red
17,89,242,red
34,11,243,red
66,33,255,red
89,62,255,red
80,5,199,red
26,43,255,red
87,25,255,red
17,3,255,red
68,69,191,red
64,0,236,red
33,43,206,red
3,7,255,red
49,74,255,red
37,20,252,red
44,92,255,red
11,20,227,red
56,53,236,red
67,94,225,red
30,17,201,red
29,16,255,red
53,96,248,red
69,87,255,red
54,86,208,red
75,95,234,red
72,74,193,red
64,0,239,red
15,24,198,red
70,9,255,red
96,20,247,red
84,51,246,red
4,79,197,red
0,94,227,red
93,49,252,red
62,93,210,red
33,61,255,red
44,42,201,red
7,64,191,red
0,86,255,red
78,68,241,red
30,92,199,red
0,11,255,red
19,78,255,red
17,73,220,red
33,74,252,red
8,67,255,red
22,12,249,red
65,18,245,red
11,58,245,red
35,70,255,red
53,72,255,red
88,96,236,red
62,23,255,red
53,24,248,red
18,27,204,red
97,55,255,red
56,36,208,red
2,18,255,red
68,11,215,red
0,66,243,red
67,15,237,red
86,20,249,red
10,60,215,red
1,85,255,red
90,65,255,red
72,34,248,red
11,44,208,red
43,41,255,red
23,13,205,red
6,84,203,red
63,77,255,red
1,61,234,red
49,33,255,red
42,39,255,red
81,48,198,red
51,3,242,red
11,9,255,red
51,42,198,red
29,85,255,red
16,71,191,red
6,18,226,red
48,54,191,red
3,86,241,red
40,66,255,red
35,79,217,red
73,12,191,red
26,93,251,red
44,94,241,red
0,55,255,red
43,36,255,red
38,79,239,red
73,48,229,red
60,56,254,red
0,81,236,red
58,94,233,red
89,60,255,red
81,86,206,red
97,57,193,red
54,61,192,red
10,54,208,red
48,74,255,red
47,55,243,red
84,61,215,red
33,65,255,red
23,0,230,red
96,28,207,red
75,85,255,red
83,33,191,red
35,77,234,red
10,85,255,red
42,88,221,red
33,37,241,red
33,83,255,red
63,4,249,red
74,85,224,red
27,76,239,red
25,64,255,red
96,89,239,red
92,37,226,red
83,4,255,red
52,15,216,red
70,21,192,red
11,61,214,red
91,9,224,red
23,94,255,red
55,39,255,red
22,75,202,red
8,70,212,red
0,53,211,red
0,25,255,red
41,59,204,red
32,52,221,red
4,91,255,red
32,81,203,red
32,86,192,red
93,11,236,red
38,69,250,red
12,83,255,red
37,71,235,red
50,45,255,red
83,74,219,red
4,59,192,red
66,15,246,red
26,62,218,red
29,66,255,red
94,70,240,red
31,81,224,red
34,82,251,red
11,90,255,red
51,81,199,red
3,10,252,red
67,1,229,red
0,20,255,red
76,71,243,red
93,58,249,red
89,83,255,red
77,37,255,red
84,55,215,red
60,94,197,red
79,1,255,red
7,6,193,red
25,51,248,red
15,9,245,red
29,83,234,red
9,11,216,red
53,63,193,red
92,0,193,red
14,92,255,red
50,17,216,red
28,69,255,red
3,16,205,red
63,63,255,red
9,53,217,red
56,96,223,red
54,39,242,red
12,93,246,red
2,22,212,red
69,31,219,red
38,28,217,red
17,69,255,red
43,17,245,red
10,62,198,red
51,52,248,red
74,49,255,red
54,87,255,red
87,52,255,red
52,2,213,red
54,17,255,red
88,54,214,red
5,45,255,red
85,55,190,red
91,71,255,red
67,31,255,red
4,30,255,red
78,52,232,red
64,53,214,red
52,34,255,red
58,45,211,red
82,35,204,red
78,36,255,red
8,76,255,red
48,93,221,red
11,37,208,red
55,77,255,red
96,9,255,red
35,80,255,red
58,4,203,red
2,19,235,red
38,0,238,red
68,87,197,red
12,83,255,red
18,61,221,red
51,28,252,red
43,36,198,red
91,63,255,red
28,88,222,red
59,15,222,red
97,42,206,red
35,17,255,red
47,19,216,red
28,3,205,red
77,71,209,red
59,91,255,red
80,16,252,red
57,37,205,red
96,32,212,red
52,0,204,red
96,67,255,red
92,29,255,red
16,91,255,red
46,47,255,red
88,78,192,red
5,62,226,red
8,0,255,red
97,76,213,red
48,85,255,red
74,51,236,red
54,75,210,red
10,81,233,red
22,91,207,red
2,31,255,red
66,82,220,red
75,6,253,red
85,95,253,red
43,90,255,red
17,42,255,red
82,58,191,red
75,26,240,red
7,43,245,red
30,90,245,red
47,85,241,red
59,11,232,red
50,79,215,red
85,73,215,red
63,25,255,red
75,85,222,red
12,27,255,red
20,39,255,red
42,22,255,red
92,58,255,red
37,79,255,red
32,88,255,red
8,0,201,red
59,25,255,red
14,57,247,red
15,43,255,red
47,3,255,red
1,79,255,red
32,15,221,red
17,7,223,red
68,80,255,red
34,36,255,red
2,9,194,red
70,76,255,red
67,65,255,red
0,89,255,red
24,47,254,red
9,64,244,red
53,95,255,red
22,80,202,red
61,73,255,red
13,87,241,red
97,28,255,red
60,29,255,red
15,78,212,red
48,30,242,red
96,44,247,red
20,29,229,red
23,10,255,red
8,78,214,red
59,83,243,red
67,90,214,red
67,32,218,red
90,37,220,red
30,36,247,red
55,20,225,red
27,19,255,red
36,84,218,red
11,25,255,red
57,19,255,red
46,61,255,red
36,63,247,red
80,29,221,red
95,34,230,red
51,46,216,red
30,15,255,red
57,31,239,red
56,60,217,red
20,66,203,red
4,30,247,red
13,65,217,red
90,34,255,red
29,8,226,red
73,26,245,red
60,78,203,red
0,1,255,red
75,8,249,red
65,17,239,red
85,53,229,red
70,0,208,red
82,72,255,red
68,22,251,red
91,64,191,red
38,68,255,red
12,36,236,red
53,20,255,red
86,0,254,red
4,20,200,red
83,13,255,red
12,16,225,red
82,92,255,red
95,84,226,red
4,76,255,red
28,80,191,red
2,75,255,red
4,22,200,red
58,78,210,red
83,0,255,red
54,57,219,red
55,45,255,red
70,65,255,red
97,64,192,red
43,41,255,red
20,13,209,red
41,22,255,red
16,95,228,red
62,9,242,red
32,22,255,red
65,4,255,red
38,33,255,red
11,72,255,red
58,6,255,red
15,38,207,red
46,40,202,red
62,76,210,red
43,64,223,red
84,70,255,red
0,87,255,red
4,0,255,red
44,45,211,red
47,87,247,red
21,1,255,red
42,46,255,red
29,39,255,red
86,58,255,red
82,13,240,red
14,41,195,red
55,19,210,red
0,29,237,red
77,73,255,red
53,76,230,red
92,54,234,red
69,18,255,red
72,76,249,red
51,89,222,red
6,5,229,red
92,19,227,red
84,87,228,red
78,70,218,red
55,12,197,red
83,82,255,red
47,52,255,red
44,19,192,red
73,59,255,red
2,56,206,red
61,25,224,red
74,39,255,red
58,42,231,red
6,0,255,red
14,2,255,red
33,94,255,red
44,0,254,red
83,18,255,red
72,49,255,red
89,79,193,red
50,1,221,red
96,0,248,red
94,10,199,red
65,65,255,red
43,58,191,red
0,31,255,red
18,21,201,red
82,49,214,red
9,40,214,red
57,74,249,red
68,67,252,red
7,75,255,red
68,14,196,red
13,5,202,red
18,4,255,red
75,21,236,red
50,34,231,red
77,10,246,red
48,28,255,red
24,46,255,red
84,13,255,red
79,19,223,red
81,54,236,red
87,38,229,red
55,56,227,red
97,36,255,red
61,62,236,red
42,38,245,red
3,37,205,red
97,40,223,red
62,72,199,red
56,32,202,red
75,8,243,red
54,45,255,red
47,10,255,red
74,56,223,red
33,23,227,red
75,58,225,red
37,77,223,red
52,46,253,red
69,57,255,red
39,21,255,red
97,1,255,red
68,86,255,red
22,87,208,red
5,91,255,red
21,60,201,red
54,10,191,red
0,78,241,red
96,27,223,red
37,61,239,red
82,90,255,red
59,26,255,red
82,0,228,red
60,60,240,red
97,74,255,red
93,78,255,red
28,63,255,red
6,80,246,red
36,65,202,red
7,52,211,red
58,8,255,red
45,4,244,red
30,9,255,red
40,67,255,red
41,73,223,red
52,89,255,red
50,18,209,red
88,52,227,red
83,70,255,red
53,25,231,red
3,45,207,red
15,28,239,red
15,12,218,red
76,56,255,red
81,33,238,red
29,41,255,red
75,10,202,red
37,80,237,red
8,26,193,red
52,26,225,red
54,83,203,red
42,51,255,red
50,76,207,red
12,91,241,red
12,18,245,red
60,20,204,red
25,0,248,red
75,39,219,red
45,3,255,red
88,83,255,red
24,47,244,red
11,38,255,red
9,25,200,red
60,25,239,red
40,13,219,red
17,44,244,red
6,24,247,red
5,14,197,red
52,58,255,red
78,64,197,red
57,91,212,red
86,3,240,red
90,87,255,red
97,68,236,red
23,95,191,red
42,3,246,red
13,9,255,red
2,53,250,red
66,37,199,red
28,66,208,red
68,59,191,red
74,78,235,red
97,78,228,red
5,0,255,red
73,2,206,red
86,68,221,red
57,79,213,red
49,53,255,red
2,35,197,red
5,97,255,red
24,49,255,red
62,87,239,red
50,64,255,red
58,35,255,red
43,81,206,red
70,67,197,red
42,68,255,red
97,77,255,red
73,7,255,red
37,95,218,red
95,11,250,red
44,17,222,red
41,11,196,red
0,49,208,red
90,10,200,red
57,19,255,red
52,8,255,red
15,32,255,red
14,31,255,red
29,6,223,red
47,93,254,red
6,6,255,red
15,90,219,red
5,78,222,red
9,73,252,red
31,81,255,red
44,42,227,red
47,81,255,red
51,59,205,red
3,29,220,red
59,8,254,red
46,54,198,red
55,92,236,red
48,65,255,red
89,79,252,red
44,5,239,red
52,12,255,red
29,59,247,red
18,85,211,red
31,88,191,red
49,82,211,red
15,43,248,red
59,35,223,red
3,35,214,red
57,74,255,red
93,6,255,red
93,80,197,red
9,0,190,red
73,65,205,red
63,95,219,red
10,56,234,red
64,68,235,red
88,49,230,red
42,59,252,red
20,74,219,red
22,51,242,red
82,23,234,red
47,68,253,red
63,85,198,red
22,72,230,red
89,42,255,red
1,74,255,red
44,29,255,red
10,97,255,red
96,58,227,red
31,78,255,red
60,17,194,red
20,71,255,red
52,90,210,red
15,76,255,red
2,22,255,red
80,58,231,red
84,91,255,red
16,48,255,red
26,51,195,red
7,8,255,red
24,26,225,red
16,56,255,red
39,3,255,red
13,34,255,red
62,76,255,red
23,69,255,red
51,43,255,red
73,16,197,red
19,56,198,red
32,3,221,red
65,86,197,red
97,5,207,red
18,0,255,red
47,32,255,red
92,50,255,red
4,6,255,red
13,39,242,red
11,28,255,red
8,7,255,red
41,19,246,red
1,49,202,red
25,87,215,red
64,65,255,red
84,58,255,red
0,90,241,red
19,58,243,red
85,55,200,red
49,44,232,red
25,82,200,red
82,91,255,red
83,88,255,red
55,34,255,red
90,7,255,red
43,14,193,red
95,91,255,red
27,8,222,red
89,80,250,red
93,34,220,red
73,33,234,red
34,17,255,red
4,92,191,red
11,10,236,red
45,62,255,red
86,18,227,red
72,88,221,red
10,10,246,red
50,29,233,red
59,97,255,red
74,48,255,red
9,23,248,red
76,28,255,red
39,27,192,red
52,21,203,red
20,50,206,red
94,30,247,red
93,51,214,red
42,52,247,red
95,43,255,red
84,64,190,red
18,43,218,red
5,40,239,red
50,17,199,red
68,1,252,red
48,55,190,red
54,19,237,red
84,54,255,red
4,22,255,red
55,17,255,red
78,18,255,red
20,40,227,red
88,27,248,red
48,79,255,red
65,34,255,red
47,21,245,red
43,45,229,red
70,80,255,red
14,35,211,red
13,41,255,red
82,66,255,red
7,24,255,red
14,55,255,red
13,1,255,red
61,59,255,red
0,97,247,red
84,62,255,red
19,15,238,red
65,94,193,red
78,27,255,red
39,91,195,red
51,84,197,red
33,70,200,red
61,67,255,red
0,61,255,red
0,0,229,red
81,42,214,red
35,65,253,red
64,34,238,red
38,4,255,red
92,26,255,red
1,13,203,red
47,79,255,red
93,61,254,red
22,46,226,red
51,37,247,red
0,17,232,red
34,62,240,red
76,67,255,red
91,7,207,red
73,63,213,red
72,87,255,red
65,83,255,red
18,47,246,red
70,53,243,red
72,95,235,red
58,44,245,red
30,50,205,red
78,79,255,red
32,57,218,red
90,48,233,red
31,0,195,red
74,11,206,red
55,47,206,red
8,2,255,red
39,53,242,red
75,54,242,red
91,45,194,red
16,60,238,red
0,68,246,red
27,92,228,red
56,80,255,red
51,59,253,red
29,65,255,red
41,79,249,red
54,14,242,red
15,21,255,red
80,73,255,red
18,97,238,red
27,69,255,red
54,64,211,red
30,81,255,red
0,34,223,red
48,55,235,red
7,59,230,red
42,34,247,red
56,40,255,red
90,69,255,red
64,45,237,red
21,53,248,red
6,90,243,red
87,8,255,red
70,93,201,red
87,16,236,red
30,79,209,red
62,29,231,red
19,52,242,red
37,71,202,red
77,73,255,red
84,3,255,red
0,0,255,red
36,36,223,red
47,21,190,red
86,11,255,red
54,49,201,red
34,13,216,red
97,59,255,red
15,37,255,red
21,50,201,red
81,82,209,red
18,16,255,red
46,49,255,red
37,72,244,red
47,32,232,red
41,24,255,red
79,91,255,red
50,5,255,red
72,45,216,red
7,81,255,red
32,61,255,red
61,72,255,red
34,2,255,red
